amount,hour,transaction_type,merchant_category,country,device_risk_score,ip_risk_score,account_age_days,previous_transactions,international,is_fraud
58.42,9,ATM,Grocery,India,0.057,0.172,2920,15,0,0
41.58,5,Online,Entertainment,Singapore,0.105,0.544,613,15,1,0
17.74,9,Online,Utilities,UAE,0.393,0.363,321,16,1,0
466.27,13,Online,Electronics,India,0.48,0.508,1773,10,0,0
91.15,6,POS,Travel,India,0.273,0.412,55,4,0,0
107.21,2,Bank Transfer,Food,UAE,0.588,0.45,1344,12,1,0
33.38,9,POS,Utilities,UAE,0.1,0.411,2323,11,1,0
137.31,17,POS,Food,India,0.607,0.241,2063,20,0,0
45.58,14,POS,Grocery,USA,0.12,0.508,224,8,1,0
50.23,7,Bank Transfer,Travel,India,0.137,0.578,2184,11,0,0
122.85,7,ATM,Grocery,India,0.259,0.526,720,10,0,0
13.08,14,Online,Electronics,USA,0.259,0.203,552,8,1,0
329.32,4,Bank Transfer,Electronics,India,0.087,0.259,1048,13,0,1
80.03,20,POS,Food,India,0.178,0.322,1335,21,0,0
240.07,20,Bank Transfer,Entertainment,India,0.333,0.026,896,23,0,0
22.75,0,POS,Grocery,Singapore,0.611,0.314,1597,18,1,0
26.49,23,Online,Utilities,India,0.443,0.355,1946,14,0,0
20.87,0,POS,Travel,India,0.199,0.283,232,10,0,0
85.65,11,Bank Transfer,Food,India,0.263,0.258,831,8,0,0
71.23,16,Bank Transfer,Travel,India,0.483,0.244,923,12,0,0
41.91,7,Online,Electronics,UAE,0.336,0.243,1822,7,1,0
24.19,4,POS,Entertainment,India,0.175,0.344,772,18,0,0
18.79,1,POS,Grocery,India,0.249,0.067,2087,18,0,0
63.53,17,Online,Electronics,UAE,0.574,0.041,2179,8,1,1
41.86,0,POS,Food,India,0.134,0.189,66,12,0,0
33.6,11,POS,Food,India,0.533,0.655,1895,16,0,0
313.28,9,Online,Electronics,UK,0.37,0.25,1102,16,1,0
61.42,23,Online,Electronics,UK,0.105,0.534,876,5,1,0
237.47,22,Bank Transfer,Utilities,India,0.202,0.278,154,13,0,0
39.12,19,Online,Travel,USA,0.45,0.389,1458,16,1,0
85.18,17,POS,Electronics,India,0.416,0.249,2297,15,0,0
63.09,13,Online,Electronics,USA,0.308,0.329,467,13,1,0
12.21,8,POS,Entertainment,India,0.22,0.343,176,13,0,0
278.2,3,Online,Entertainment,UK,0.363,0.099,420,15,1,0
58.26,23,ATM,Utilities,India,0.043,0.247,2584,15,0,0
140.67,9,POS,Grocery,USA,0.513,0.163,620,9,1,0
31.44,10,POS,Grocery,UAE,0.547,0.238,2542,12,1,0
56.55,3,Bank Transfer,Electronics,Singapore,0.23,0.076,570,12,1,0
28.03,6,Online,Electronics,UK,0.349,0.256,1550,12,1,0
229.52,15,Online,Grocery,India,0.112,0.132,1338,12,0,0
91.05,10,ATM,Utilities,India,0.431,0.117,2828,13,0,0
96.26,14,Online,Utilities,India,0.121,0.132,819,13,0,0
259.35,5,POS,Electronics,India,0.324,0.284,1100,14,0,0
211.95,1,ATM,Entertainment,USA,0.139,0.283,1340,11,1,0
143.36,21,Bank Transfer,Food,USA,0.431,0.212,908,10,1,0
16.09,10,POS,Food,India,0.49,0.144,502,12,0,0
33.26,8,POS,Utilities,India,0.181,0.371,343,9,0,0
24.44,6,ATM,Grocery,Singapore,0.398,0.174,1779,7,1,0
138.04,15,Online,Travel,India,0.172,0.004,2182,9,0,0
79.1,13,Online,Electronics,India,0.118,0.328,510,11,0,0
16.6,9,Online,Utilities,India,0.415,0.116,1276,10,0,0
55.22,22,ATM,Food,India,0.338,0.147,2119,13,0,0
14.97,21,Online,Electronics,USA,0.194,0.159,2935,10,1,0
63.23,4,POS,Grocery,India,0.186,0.621,392,6,0,0
12.74,15,POS,Food,India,0.124,0.433,2610,8,0,0
113.16,23,Online,Travel,India,0.413,0.024,1158,11,0,0
97.32,11,Bank Transfer,Travel,India,0.426,0.522,1538,20,0,0
449.42,0,Online,Utilities,India,0.293,0.343,198,6,0,0
155.69,3,Online,Food,India,0.184,0.359,1355,12,0,0
43.69,16,Bank Transfer,Grocery,Singapore,0.18,0.218,858,13,1,0
151.12,21,Online,Grocery,UK,0.178,0.566,707,10,1,0
16.48,3,Online,Electronics,India,0.232,0.431,2623,8,0,0
25.47,13,POS,Grocery,India,0.366,0.699,458,5,0,0
93.05,11,ATM,Electronics,UK,0.205,0.075,707,7,1,0
7.7,6,ATM,Electronics,India,0.243,0.344,726,12,0,0
64.25,15,ATM,Utilities,India,0.156,0.332,2325,12,0,0
24.04,21,POS,Electronics,India,0.036,0.796,1652,17,0,0
73.8,5,Online,Travel,India,0.18,0.233,1373,7,0,0
22.7,1,POS,Food,UAE,0.551,0.455,426,10,1,0
101.93,8,Bank Transfer,Food,India,0.105,0.408,1185,10,0,0
67.99,7,POS,Grocery,UAE,0.297,0.275,2652,8,1,0
270.53,17,Online,Grocery,Singapore,0.14,0.101,1496,11,1,0
67.14,12,ATM,Travel,UAE,0.273,0.379,2903,15,1,0
30.92,0,POS,Entertainment,UK,0.073,0.175,136,13,1,0
52.1,8,Online,Travel,Singapore,0.272,0.48,800,9,1,0
17.39,17,POS,Utilities,India,0.514,0.371,456,14,0,0
100.1,11,Online,Electronics,Singapore,0.137,0.368,1933,20,1,0
120.28,13,Bank Transfer,Utilities,India,0.253,0.25,313,7,0,0
787.76,6,Online,Travel,USA,0.299,0.09,1231,7,1,0
35.81,7,Bank Transfer,Electronics,India,0.127,0.044,115,15,0,0
51.02,3,POS,Grocery,India,0.108,0.067,1570,11,0,0
37.5,1,Online,Utilities,India,0.118,0.676,561,16,0,0
82.44,0,Bank Transfer,Food,India,0.255,0.537,2311,13,0,0
97.68,14,Bank Transfer,Grocery,India,0.068,0.297,1383,13,0,0
63.22,3,POS,Entertainment,India,0.594,0.266,1827,8,0,0
197.62,13,Online,Utilities,India,0.371,0.34,568,14,0,0
35.98,22,Bank Transfer,Entertainment,India,0.519,0.11,1996,13,0,0
178.78,16,ATM,Entertainment,India,0.422,0.327,101,14,0,0
114.26,13,Online,Travel,India,0.129,0.352,436,9,0,0
65.89,2,POS,Electronics,India,0.347,0.492,2454,9,0,0
48.67,11,POS,Utilities,India,0.269,0.601,718,15,0,0
754.96,21,Online,Food,India,0.329,0.679,2206,15,0,0
29.46,9,Online,Food,India,0.299,0.34,2594,10,0,0
89.83,19,POS,Entertainment,UAE,0.395,0.282,391,14,1,0
31.49,17,POS,Food,India,0.615,0.199,2908,6,0,0
397.67,6,Online,Grocery,India,0.534,0.502,2444,12,0,0
161.88,3,Online,Travel,India,0.083,0.218,1665,14,0,0
33.84,0,Online,Entertainment,Singapore,0.237,0.165,957,14,1,0
111.34,6,Online,Travel,India,0.415,0.475,623,8,0,0
86.29,7,POS,Food,India,0.244,0.591,689,10,0,0
39.78,15,Bank Transfer,Electronics,India,0.147,0.261,1534,10,0,0
142.33,13,Online,Food,India,0.426,0.277,455,16,0,0
98.43,11,POS,Travel,India,0.456,0.633,1425,14,0,0
82.74,17,Online,Travel,UAE,0.505,0.222,1522,9,1,0
63.95,18,Online,Entertainment,UAE,0.227,0.246,1989,13,1,0
102.62,17,Online,Travel,India,0.471,0.386,22,12,0,0
83.88,21,Online,Travel,India,0.237,0.204,983,11,0,0
70.75,8,Online,Utilities,India,0.171,0.263,401,15,0,0
35.13,19,Online,Grocery,UAE,0.747,0.192,2641,10,1,0
362.77,10,POS,Food,UAE,0.308,0.266,2518,11,1,0
23.33,4,POS,Grocery,India,0.028,0.483,2935,12,0,0
102.27,3,POS,Entertainment,India,0.157,0.196,2713,9,0,0
48.41,2,Online,Grocery,India,0.244,0.147,2733,17,0,0
387.43,22,Online,Food,UK,0.319,0.139,978,10,1,0
27.02,4,ATM,Electronics,India,0.183,0.033,2966,6,0,0
31.97,20,POS,Entertainment,India,0.411,0.577,7,22,0,0
25.28,18,Online,Grocery,India,0.463,0.423,414,17,0,0
92.15,10,POS,Food,India,0.523,0.076,899,20,0,0
16.89,21,Online,Food,Singapore,0.408,0.094,755,14,1,0
41.33,21,ATM,Travel,India,0.182,0.623,2380,8,0,0
7.75,22,POS,Travel,India,0.255,0.4,2295,12,0,0
84.81,11,POS,Entertainment,USA,0.233,0.265,498,19,1,0
40.44,7,Online,Food,India,0.505,0.399,1399,11,0,0
15.06,1,ATM,Food,USA,0.321,0.23,280,12,1,0
197.47,20,POS,Utilities,UK,0.134,0.194,2882,13,1,0
18.04,20,Bank Transfer,Electronics,India,0.203,0.336,2116,15,0,0
147.96,12,Bank Transfer,Utilities,India,0.331,0.371,447,12,0,0
33.08,1,ATM,Utilities,India,0.17,0.224,2304,7,0,0
330.82,19,POS,Food,USA,0.128,0.173,923,10,1,0
141.11,7,Online,Travel,UAE,0.196,0.454,693,14,1,0
24.34,13,POS,Electronics,India,0.181,0.391,1938,7,0,0
26.65,15,Bank Transfer,Grocery,UK,0.204,0.29,666,15,1,0
122.18,3,Online,Entertainment,USA,0.411,0.078,1229,10,1,0
51.3,1,POS,Travel,UAE,0.118,0.491,2647,11,1,0
56.3,1,POS,Utilities,India,0.358,0.11,1086,21,0,0
237.99,23,ATM,Food,India,0.237,0.034,452,15,0,0
31.54,22,Bank Transfer,Electronics,UK,0.348,0.271,1655,16,1,0
73.06,10,Online,Travel,UK,0.572,0.259,434,5,1,0
173.23,10,Online,Grocery,USA,0.372,0.167,2414,9,1,0
149.77,9,ATM,Entertainment,Singapore,0.172,0.438,2218,10,1,0
56.85,8,ATM,Entertainment,India,0.355,0.128,1299,7,0,0
49.95,13,ATM,Travel,USA,0.276,0.226,1613,9,1,0
11.72,8,Online,Grocery,India,0.351,0.416,104,12,0,0
23.19,14,Online,Travel,India,0.104,0.192,1922,14,0,0
91.69,9,Bank Transfer,Entertainment,India,0.155,0.265,2346,9,0,0
58.1,15,POS,Food,India,0.529,0.538,2711,15,0,0
71.87,22,Online,Grocery,India,0.227,0.355,2165,13,0,0
188.53,4,POS,Grocery,USA,0.129,0.051,867,21,1,0
20.34,1,Online,Grocery,Singapore,0.489,0.116,1517,12,1,1
52.66,12,ATM,Entertainment,India,0.179,0.064,968,11,0,0
80.54,2,POS,Entertainment,India,0.189,0.267,1809,14,0,0
32.98,5,Online,Electronics,India,0.209,0.262,2611,21,0,0
279.07,18,POS,Entertainment,India,0.439,0.169,1105,16,0,0
165.44,10,Bank Transfer,Grocery,India,0.159,0.578,2388,17,0,0
89.13,13,ATM,Food,India,0.154,0.21,318,11,0,0
401.11,18,Online,Travel,UAE,0.067,0.46,2144,14,1,0
14.9,3,ATM,Entertainment,India,0.355,0.184,2392,11,0,0
66.17,11,POS,Electronics,USA,0.186,0.479,2348,12,1,0
96.19,0,ATM,Utilities,USA,0.259,0.339,1180,13,1,0
26.72,11,ATM,Food,India,0.123,0.168,2223,19,0,0
90.08,5,POS,Electronics,India,0.178,0.623,2956,8,0,0
22.05,21,Bank Transfer,Utilities,India,0.148,0.214,192,12,0,0
133.03,6,POS,Utilities,India,0.316,0.398,2931,7,0,0
192.07,4,Online,Electronics,Singapore,0.271,0.356,1081,14,1,0
87.56,0,POS,Electronics,India,0.107,0.291,958,10,0,0
10.46,3,ATM,Food,India,0.585,0.117,316,13,0,0
25.36,5,POS,Travel,India,0.38,0.455,585,13,0,0
117.3,5,POS,Electronics,India,0.35,0.235,1547,10,0,0
68.12,17,Online,Utilities,UAE,0.322,0.247,2278,12,1,0
4.51,21,Bank Transfer,Utilities,India,0.097,0.255,2173,13,0,0
231.1,20,POS,Electronics,USA,0.141,0.348,2293,7,1,1
76.45,22,Online,Electronics,India,0.029,0.034,2184,8,0,0
29.4,21,Online,Utilities,India,0.201,0.209,95,11,0,0
180.36,10,ATM,Travel,India,0.439,0.308,1356,12,0,0
33.87,9,POS,Grocery,UAE,0.595,0.383,1612,18,1,0
33.5,15,Online,Grocery,India,0.101,0.317,147,12,0,0
95.43,7,Bank Transfer,Grocery,USA,0.141,0.051,852,11,1,0
395.85,14,POS,Utilities,India,0.232,0.208,852,12,0,0
338.18,23,Online,Grocery,India,0.419,0.435,150,12,0,0
95.56,4,Bank Transfer,Travel,India,0.329,0.204,1348,13,0,0
105.89,18,POS,Food,India,0.141,0.072,1291,9,0,0
147.16,22,Online,Food,India,0.078,0.069,1627,17,0,0
18.97,12,POS,Entertainment,India,0.081,0.235,400,10,0,0
127.0,8,ATM,Utilities,Singapore,0.116,0.154,2922,12,1,0
32.01,6,Bank Transfer,Electronics,India,0.049,0.374,850,7,0,0
91.7,4,Online,Travel,India,0.249,0.08,1853,15,0,0
53.12,7,Online,Grocery,India,0.347,0.665,1699,8,0,0
110.08,17,Online,Utilities,India,0.254,0.18,21,6,0,0
75.05,12,POS,Electronics,India,0.529,0.628,744,11,0,0
3.09,5,POS,Utilities,India,0.374,0.38,2096,10,0,0
79.75,13,POS,Electronics,India,0.587,0.206,1089,11,0,0
126.74,19,POS,Entertainment,India,0.086,0.301,996,13,0,0
104.16,0,Online,Food,India,0.007,0.18,2127,8,0,0
60.18,0,POS,Entertainment,UAE,0.213,0.241,2396,18,1,0
344.52,23,POS,Food,USA,0.183,0.393,2420,12,1,0
91.05,17,Online,Travel,India,0.034,0.268,1315,12,0,0
103.3,13,POS,Grocery,UK,0.147,0.302,1379,5,1,0
189.52,21,POS,Grocery,India,0.719,0.429,2026,6,0,0
95.83,14,POS,Electronics,USA,0.479,0.322,1769,17,1,1
27.17,12,POS,Utilities,India,0.162,0.103,1118,13,0,0
5.82,5,Online,Food,India,0.609,0.608,991,12,0,0
41.38,19,ATM,Entertainment,India,0.224,0.326,2903,17,0,0
142.73,18,Bank Transfer,Travel,India,0.353,0.091,2655,14,0,0
46.85,7,ATM,Electronics,USA,0.497,0.096,911,12,1,0
148.59,17,Online,Electronics,India,0.069,0.081,244,8,0,0
77.38,17,Bank Transfer,Grocery,India,0.557,0.486,2862,17,0,0
241.79,2,Online,Food,India,0.223,0.022,293,11,0,0
49.64,3,Online,Electronics,India,0.182,0.363,702,18,0,0
106.44,14,Online,Electronics,USA,0.512,0.433,114,13,1,0
110.6,14,POS,Food,UK,0.383,0.153,2324,10,1,0
299.35,15,POS,Grocery,India,0.264,0.554,306,11,0,0
12.1,8,POS,Utilities,Singapore,0.442,0.225,954,13,1,1
42.17,20,ATM,Travel,India,0.163,0.246,1886,14,0,0
155.79,10,POS,Entertainment,India,0.303,0.451,161,14,0,0
312.9,4,Online,Entertainment,India,0.131,0.123,2994,14,0,0
84.78,2,Bank Transfer,Grocery,India,0.349,0.431,2340,7,0,0
49.76,21,Online,Travel,India,0.294,0.11,1805,20,0,0
142.18,16,POS,Electronics,India,0.388,0.487,1682,6,0,0
158.97,11,Online,Entertainment,UK,0.142,0.471,765,18,1,0
46.54,5,POS,Food,UAE,0.099,0.105,1767,18,1,0
92.79,2,Bank Transfer,Electronics,UAE,0.211,0.15,2454,10,1,0
217.14,3,Online,Utilities,India,0.17,0.251,1504,10,0,0
441.62,2,ATM,Electronics,India,0.277,0.497,1064,13,0,0
140.13,12,Online,Utilities,UK,0.119,0.548,879,11,1,0
69.7,4,ATM,Entertainment,India,0.182,0.06,1782,10,0,0
63.18,3,ATM,Travel,India,0.33,0.327,2681,14,0,0
116.44,6,POS,Electronics,India,0.28,0.413,1321,8,0,0
59.4,16,POS,Grocery,India,0.07,0.122,1995,8,0,0
80.61,11,POS,Travel,USA,0.218,0.379,1533,15,1,0
23.15,3,Online,Grocery,India,0.262,0.422,1465,7,0,0
243.97,17,Bank Transfer,Grocery,India,0.05,0.138,317,12,0,0
21.32,11,Online,Grocery,USA,0.361,0.511,1017,8,1,0
43.29,4,Online,Entertainment,India,0.039,0.408,2791,7,0,0
73.52,16,Bank Transfer,Electronics,India,0.171,0.354,2649,13,0,0
488.33,23,POS,Electronics,India,0.195,0.235,916,12,0,0
43.7,12,POS,Entertainment,UAE,0.208,0.219,1768,16,1,0
34.26,3,Bank Transfer,Entertainment,India,0.727,0.259,1803,5,0,0
38.44,7,Bank Transfer,Food,India,0.238,0.357,2646,12,0,0
350.34,14,Online,Electronics,India,0.311,0.544,23,13,0,0
4.01,23,POS,Food,UAE,0.165,0.06,915,13,1,0
24.47,22,Bank Transfer,Electronics,India,0.401,0.306,1380,11,0,0
1023.81,22,ATM,Electronics,India,0.159,0.11,1557,16,0,0
120.41,19,Online,Travel,India,0.768,0.413,2300,16,0,0
22.07,13,POS,Travel,UK,0.278,0.248,1023,16,1,0
63.95,15,Online,Travel,India,0.251,0.107,1837,13,0,1
71.34,17,ATM,Food,India,0.693,0.464,2542,9,0,0
155.42,17,Bank Transfer,Entertainment,India,0.074,0.293,956,12,0,0
419.68,15,Online,Electronics,India,0.295,0.735,1501,12,0,0
98.35,3,Online,Grocery,India,0.071,0.305,1952,14,0,0
38.87,21,Online,Food,India,0.498,0.261,2408,18,0,0
146.51,0,Online,Utilities,India,0.264,0.152,2386,8,0,0
33.17,10,Online,Food,UK,0.281,0.08,1219,6,1,0
23.73,10,POS,Grocery,India,0.332,0.027,475,10,0,0
11.47,23,POS,Grocery,USA,0.375,0.058,359,12,1,0
13.94,2,ATM,Food,India,0.168,0.38,198,16,0,0
27.21,11,POS,Utilities,UAE,0.069,0.476,1445,17,1,0
20.54,8,POS,Grocery,India,0.081,0.097,1385,11,0,0
91.22,2,Bank Transfer,Entertainment,India,0.313,0.099,747,15,0,0
20.1,5,ATM,Entertainment,India,0.209,0.33,1312,14,0,0
2.88,10,POS,Grocery,India,0.447,0.305,2075,11,0,0
23.48,21,POS,Travel,USA,0.267,0.316,141,6,1,0
41.6,9,ATM,Grocery,India,0.231,0.27,755,5,0,0
36.4,21,Online,Food,UK,0.477,0.269,2039,5,1,0
304.76,17,Online,Travel,India,0.397,0.421,725,9,0,0
36.11,19,Online,Utilities,India,0.301,0.444,1744,14,0,0
160.92,20,POS,Grocery,Singapore,0.306,0.689,2333,17,1,1
65.43,17,ATM,Food,India,0.07,0.176,938,10,0,0
63.92,17,POS,Entertainment,Singapore,0.434,0.068,304,13,1,0
28.92,3,Online,Travel,India,0.421,0.032,832,8,0,0
62.88,17,POS,Travel,India,0.254,0.187,1925,14,0,0
31.03,1,POS,Entertainment,UK,0.468,0.083,866,14,1,1
79.05,17,POS,Grocery,India,0.484,0.222,2737,14,0,0
52.65,15,Bank Transfer,Electronics,India,0.433,0.145,341,14,0,0
25.93,18,POS,Travel,India,0.239,0.63,1370,8,0,0
179.81,15,POS,Grocery,India,0.355,0.743,2785,11,0,0
102.19,8,POS,Electronics,India,0.268,0.237,2212,17,0,0
42.6,8,ATM,Electronics,India,0.184,0.294,181,12,0,0
77.13,14,Online,Electronics,India,0.29,0.069,845,9,0,0
61.32,11,Bank Transfer,Entertainment,India,0.702,0.241,131,18,0,0
28.01,8,Online,Grocery,India,0.053,0.626,2874,13,0,0
71.56,11,Online,Electronics,India,0.385,0.384,2347,11,0,0
35.84,12,Online,Travel,India,0.534,0.365,748,15,0,0
25.92,5,POS,Entertainment,Singapore,0.179,0.309,1378,8,1,0
13.16,15,Bank Transfer,Food,USA,0.106,0.277,1343,15,1,0
46.59,7,Bank Transfer,Entertainment,India,0.137,0.858,2433,11,0,0
117.56,6,POS,Grocery,India,0.7,0.486,323,15,0,0
33.29,10,Online,Electronics,India,0.609,0.612,1529,15,0,0
829.41,2,POS,Grocery,India,0.365,0.285,2187,18,0,0
161.69,14,Online,Travel,India,0.423,0.376,2696,13,0,0
245.75,17,ATM,Utilities,UAE,0.446,0.151,1049,10,1,0
147.71,22,Bank Transfer,Entertainment,USA,0.146,0.38,1047,10,1,0
425.33,6,POS,Grocery,India,0.581,0.198,1936,14,0,0
30.36,12,Online,Electronics,India,0.25,0.538,1756,14,0,0
5.15,12,ATM,Utilities,USA,0.207,0.47,2728,16,1,0
42.69,17,POS,Travel,UAE,0.213,0.225,660,14,1,0
116.54,14,Online,Entertainment,India,0.257,0.182,1164,7,0,0
77.6,19,Online,Travel,Singapore,0.554,0.275,1345,13,1,0
87.84,20,ATM,Electronics,India,0.269,0.391,1559,11,0,0
249.86,2,Bank Transfer,Utilities,USA,0.104,0.033,399,13,1,0
97.72,8,POS,Entertainment,India,0.139,0.105,468,14,0,0
148.25,15,POS,Travel,India,0.436,0.322,1495,13,0,0
26.06,13,POS,Grocery,India,0.376,0.217,257,11,0,0
22.3,11,POS,Travel,India,0.54,0.597,1379,14,0,0
334.99,4,Online,Electronics,India,0.314,0.431,487,15,0,0
73.77,13,Bank Transfer,Grocery,India,0.087,0.277,80,12,0,0
35.76,17,Online,Utilities,USA,0.481,0.277,1249,12,1,1
35.82,0,Online,Grocery,India,0.474,0.254,272,7,0,0
34.84,14,Online,Food,USA,0.133,0.039,1927,5,1,0
32.82,21,POS,Utilities,India,0.588,0.11,1690,14,0,0
18.48,13,ATM,Electronics,USA,0.114,0.14,446,7,1,0
14.87,22,Online,Food,India,0.203,0.413,2150,16,0,0
54.87,8,Online,Grocery,India,0.006,0.14,882,12,0,0
36.86,0,Bank Transfer,Entertainment,India,0.191,0.164,1984,18,0,0
201.78,16,Online,Utilities,UAE,0.463,0.17,2835,14,1,0
89.4,5,POS,Entertainment,India,0.17,0.069,2160,16,0,0
86.95,0,Online,Grocery,India,0.369,0.208,912,19,0,0
31.72,4,Online,Electronics,USA,0.29,0.485,1435,14,1,0
59.08,22,Online,Entertainment,India,0.188,0.094,903,8,0,0
95.68,18,ATM,Entertainment,India,0.194,0.217,1021,9,0,0
136.48,6,Online,Electronics,India,0.264,0.169,2644,9,0,0
60.71,14,Online,Utilities,UK,0.191,0.385,2061,13,1,0
196.2,8,Bank Transfer,Travel,UAE,0.016,0.376,1633,18,1,0
67.22,4,Online,Entertainment,UAE,0.287,0.38,812,21,1,0
147.36,23,Online,Electronics,India,0.601,0.452,1566,14,0,0
40.86,19,POS,Entertainment,India,0.465,0.415,1887,10,0,0
10.89,8,Online,Food,UK,0.302,0.321,2125,17,1,0
87.21,8,Online,Electronics,India,0.327,0.32,274,11,0,0
137.73,19,POS,Entertainment,India,0.334,0.268,2599,10,0,0
118.55,11,Online,Utilities,UAE,0.366,0.594,1613,13,1,0
101.72,9,POS,Entertainment,India,0.343,0.463,1061,10,0,0
47.06,9,POS,Grocery,India,0.139,0.104,2157,10,0,0
29.76,10,Online,Electronics,Singapore,0.521,0.2,1647,14,1,1
115.78,12,POS,Entertainment,India,0.334,0.034,950,8,0,0
102.15,0,Online,Utilities,UAE,0.218,0.282,2738,13,1,0
38.06,11,Online,Electronics,India,0.287,0.392,2755,16,0,0
202.23,10,POS,Entertainment,India,0.145,0.121,2729,14,0,0
27.58,6,POS,Food,UK,0.24,0.246,219,14,1,0
37.21,8,Online,Travel,UK,0.181,0.47,2753,8,1,0
342.55,10,POS,Utilities,UAE,0.269,0.63,797,8,1,0
158.95,8,Online,Electronics,India,0.458,0.274,1043,14,0,0
46.62,21,ATM,Food,India,0.358,0.062,2029,11,0,0
88.89,12,Online,Travel,India,0.345,0.073,1431,15,0,0
77.85,12,Online,Grocery,India,0.016,0.256,2478,21,0,0
4.28,6,Bank Transfer,Electronics,UAE,0.329,0.231,1992,18,1,0
26.94,21,POS,Entertainment,UAE,0.154,0.324,341,12,1,0
63.38,0,Bank Transfer,Travel,India,0.061,0.286,423,9,0,0
46.68,13,ATM,Utilities,UAE,0.392,0.341,297,8,1,0
85.38,4,Online,Entertainment,India,0.277,0.326,988,8,0,0
206.33,18,POS,Food,Singapore,0.135,0.313,1396,12,1,0
48.35,9,POS,Entertainment,India,0.133,0.286,2646,9,0,0
23.16,7,Bank Transfer,Utilities,USA,0.237,0.346,1036,17,1,0
92.28,1,POS,Entertainment,USA,0.013,0.205,292,11,1,0
48.1,18,Bank Transfer,Entertainment,India,0.25,0.806,1649,15,0,0
57.05,9,Online,Entertainment,Singapore,0.411,0.205,1251,9,1,0
49.81,6,Online,Utilities,India,0.136,0.392,2528,14,0,0
627.56,20,Online,Grocery,Singapore,0.355,0.36,106,10,1,0
7.09,0,POS,Electronics,India,0.56,0.47,867,10,0,0
45.23,11,Online,Utilities,India,0.262,0.56,2090,7,0,0
66.44,3,Bank Transfer,Electronics,USA,0.492,0.491,31,17,1,0
30.53,3,POS,Grocery,UK,0.211,0.291,1689,13,1,0
163.99,0,Bank Transfer,Utilities,UAE,0.124,0.311,2012,21,1,0
150.39,4,Bank Transfer,Food,India,0.21,0.269,100,16,0,0
63.58,22,POS,Utilities,India,0.202,0.497,1688,9,0,0
50.87,10,Online,Grocery,India,0.277,0.3,2792,15,0,0
59.62,23,POS,Grocery,Singapore,0.218,0.444,1547,7,1,0
60.05,6,Online,Food,UAE,0.451,0.427,518,12,1,0
61.66,18,Bank Transfer,Travel,Singapore,0.444,0.349,2352,15,1,0
55.26,2,Bank Transfer,Food,India,0.247,0.169,180,11,0,0
85.84,2,Bank Transfer,Electronics,Singapore,0.218,0.445,2550,7,1,0
141.63,0,POS,Travel,India,0.102,0.069,2860,12,0,0
19.49,21,Online,Entertainment,UAE,0.569,0.034,434,15,1,0
23.32,16,POS,Grocery,India,0.103,0.638,823,9,0,0
11.61,17,Bank Transfer,Utilities,India,0.547,0.098,2496,12,0,0
158.6,22,POS,Grocery,India,0.287,0.07,2225,15,0,0
85.65,7,POS,Food,UK,0.099,0.064,1623,10,1,0
110.53,17,POS,Utilities,India,0.338,0.176,2021,11,0,0
15.97,12,POS,Grocery,India,0.16,0.244,2613,13,0,0
397.4,13,POS,Utilities,USA,0.503,0.424,2144,16,1,1
36.28,15,POS,Travel,UAE,0.064,0.33,1703,16,1,0
78.9,11,Bank Transfer,Entertainment,India,0.471,0.329,1163,19,0,0
156.71,0,ATM,Utilities,India,0.343,0.347,2682,7,0,0
24.85,1,POS,Travel,India,0.109,0.175,1717,14,0,0
38.62,12,ATM,Electronics,India,0.047,0.131,2497,10,0,0
79.77,13,Online,Utilities,India,0.214,0.382,2568,11,0,0
1161.51,17,ATM,Grocery,India,0.221,0.279,978,8,0,0
90.12,13,POS,Grocery,India,0.428,0.149,2231,12,0,0
332.41,4,Online,Travel,India,0.052,0.317,1930,13,0,0
222.67,8,Online,Food,India,0.028,0.052,685,15,0,0
96.35,10,POS,Entertainment,India,0.717,0.178,1704,10,0,0
24.8,23,Online,Food,India,0.37,0.32,2863,14,0,0
192.43,12,ATM,Electronics,India,0.555,0.356,1605,13,0,0
14.91,15,ATM,Utilities,India,0.408,0.07,2066,10,0,0
330.59,17,Online,Travel,India,0.111,0.297,330,14,0,0
81.45,8,Online,Utilities,UK,0.315,0.744,1168,15,1,0
4.71,23,ATM,Travel,Singapore,0.528,0.293,71,6,1,0
47.44,16,POS,Travel,India,0.531,0.456,1098,13,0,0
128.25,20,POS,Utilities,USA,0.075,0.368,1027,16,1,0
52.61,17,Online,Food,Singapore,0.339,0.075,570,11,1,0
136.32,14,POS,Electronics,USA,0.189,0.656,1494,13,1,1
28.5,0,Online,Travel,India,0.027,0.192,1514,11,0,0
18.07,14,POS,Electronics,India,0.343,0.547,1657,15,0,0
62.09,3,Online,Entertainment,India,0.147,0.474,1194,12,0,0
68.82,14,Online,Grocery,India,0.668,0.287,1554,7,0,0
47.07,16,ATM,Travel,India,0.243,0.384,1738,8,0,0
227.53,13,Online,Travel,UAE,0.36,0.212,437,11,1,0
28.5,7,Online,Electronics,India,0.334,0.389,1444,13,0,0
91.21,1,Bank Transfer,Entertainment,India,0.083,0.465,2452,10,0,0
71.38,16,ATM,Travel,UAE,0.358,0.348,2115,15,1,0
14.06,16,Online,Entertainment,India,0.507,0.43,2160,13,0,1
17.83,11,POS,Utilities,India,0.394,0.297,883,9,0,0
67.49,17,Online,Electronics,UAE,0.094,0.175,2590,9,1,0
483.57,18,Online,Utilities,India,0.407,0.62,1464,15,0,0
